Title,Author,Poem,PoemAnalysis,PoemGoogleCounts
宿建德江,孟浩然,"移舟泊烟渚，日暮客愁新。
野旷天低树，江清月近人。","建德江，指流经建德（今属浙江）的新安江段。本诗以船停江边、夜宿待行为背景，抒写了羁旅之思。诗中虽然也像大部分行旅诗一样，透露了个“愁”字，但轻轻一点，就将笔触转到景物描写上去了，而且境界清新，令人愉快。
首句“移舟泊烟渚”，也就是把小舟停靠岸边，准备晚间的休息。停靠在哪里呢？地点是在江中的一个小洲边上，四处烟雾濛濛的。这一句是点题，同时也为后句的抒情作了准备。
“日暮客愁新”，夕阳西下，虽不一定“断肠人在天涯”，但不由自主地引起愁思，也是很正常的，所以，作者才会产生客居异乡的“愁”。
“野旷天低树，江清月近人”两句，境界清新，词句澄澈，独具特色，是本诗的名句。首先，这种景物，除非人在舟中，否则是很难看到的。
整首诗，景色以及感情的流动，是跌宕起伏的。第一句点题，第二句流露出“愁”，第三句也带着一丝低落，但突然之间，第四句，使整个愁绪一下子释放开来，宁静的宇宙容纳了所有的愁思。
无限空间，一轮明月。全诗在此戛然而止，余韵悠长。
我们可以想象，当时的诗人，孤苦无依，面对着江水、小洲，还有远处荒野中的小树、天上的孤月，不免平添无限感慨：仕途失意，理想遥不可及，故乡远去，前途未卜……愁绪纷至沓来。
“江清月近人”，一方面，诗人四周是浩淼的江水，似乎无边无际，远流入海；另一方面，头上是宁静的月亮。俯仰宇宙，既加深了现实之愁，但同时也在虚无中消解了现实之愁。这是一种很复杂的感觉，而本诗耐人寻味之处，也许正是这种难以言尽的感觉。",144000
古从军行,李颀,"白日登山望烽火，黄昏饮马傍交河。
行人刁斗风沙暗，公主琵琶幽怨多。
野云万里无城郭，雨雪纷纷连大漠。
胡雁哀鸣夜夜飞，胡儿眼泪双双落。
闻道玉门犹被遮，应将性命逐轻车。
年年战骨埋荒外，空见蒲桃入汉家。","“从军行”是乐府古题。之所以加一个“古”字，是为了避免引起统治者的忌讳。事实上，此诗所写，都是当代之事，描写了统治者的穷兵黩武，而黎民百姓深受其害，命如草芥。
诗的开篇，具体描绘从军生活。白天，他们要爬到山上，观望四方有无烽火；黄昏，他们又要到河边给战马饮水。第三句的“刁斗”，是古代军中一种特制的物件，容量一斗，白天用以当锅煮饭，晚上可以用以敲击打更。第四句的“公主琵琶”，是指和亲远嫁外族的汉朝公主所弹的琵琶曲。无论是刁斗，还是琵琶所发出的声音，都是令人感伤的，其背景都是茫无边际的塞外，夹杂其中的，也许还有塞外的风声，感伤哀怨之中，又带有了一丝杀气。
边疆、荒野、刁斗、琵琶、烽火、战马，所有这些，构成了一种苍凉而悲壮的气氛。军营处于无边旷野之中，“万里”极言其辽阔，暗指军人们的孤苦无依。偏偏暴雪突降，整个大漠不分天地，酷寒充塞其间。
前六句，具体描绘了从军生活的艰苦。第七、第八句，“胡雁哀鸣夜夜飞，胡儿眼泪双双落”，站在胡人的立场上，突出了胡人在这种环境下的艰难。这句诗的巧妙之处在于，就连土生土长的胡人都如此艰难困苦，以至于哀啼落泪，那么，驻军于此的“行人”又会如何呢？
最后两句，挑破主题。统治者穷兵黩武，从军者葬身塞外，而大量的百姓无以为生，一座座村落化为废墟。人烟日益稀少，蒲桃越发茂盛，这是怎样令人悲伤的场景呀！",41800
从军行七首（其四）,王昌龄,"青海长云暗雪山，孤城遥望玉门关。
黄沙百战穿金甲，不破楼兰终不返。","这是唐代边塞诗中的名篇。
前两句，提到了三个地名。“雪山”，是指祁连山，它横亘在河西走廊南侧，绵延上千里。“青海”以及“玉门关”，都是具体地名。三个地点，跨度数千里，展现了一个无比辽阔的画面：从青海飘过来的云，弥漫在祁连山上，以至于使千年积雪都不那么耀眼了；雪山尽头，可以看到一座孤城；再向西走上很远，就可以见到玉门关。
这两句，使全诗的视角极为广阔，横贯东西数千里的画卷展现在读者面前。作为边塞诗，这两句加强了诗歌“豪壮”的感觉。在这样的地域背景下，西北边塞戍边将士的生活将是怎样的呢？
当时的唐朝，西北边境，面临两个强敌，一个是吐蕃，一个是突厥。吐蕃在青海地区，突厥在玉门关外。河西节度使的任务，就是隔断吐蕃与突厥的交通，防范西方、北方两个强敌，守护河西走廊。所以，这两句诗，既是景色描写，也是对当时军事形势的实写。景色描写，与军事形势的描写浑然一体，渗透着复杂的感情：边疆的广阔、苦寒，戍边生活的艰苦，但同时，戍边将士又充满豪情地担负着保家卫国的责任，所有这些都融合在开阔、苍茫的景色里。
第三、第四句，从远景拉回到近景，并水到渠成地直接抒情。“黄沙百战穿金甲”，短短七个字，强有力地概括了边境战争的残酷。“黄沙”二字，突出了西北战场的特征，“百战”极言战事之频繁、敌军之强悍、对战之艰苦。“穿金甲”，已经暗含着战斗之外的其他可以想见的因素，比如壮烈牺牲，马革裹尸，以及其他或大或小的胜败得失。
但是，即使铠甲磨穿，将士们的壮志却愈发强烈。“不破楼兰终不还”，强有力地表现了身经百战的将士们的豪情壮志。
最后一句，将前几句的悲苦一扫而光。所有的阴霾消失殆尽，豪壮尽显。这一句也成为千古传颂的名句。
总体看来，这首诗虽然不长，但是颇有节奏。第一、第二两句，重在描绘一个无比广阔的境界，其间蕴涵着无比丰富的军事和感情方面的内容。第三句，有明显的转折，视角突然具体化，而且表露出感情色彩。第四句，强烈的感情呼之而出，铿锵有力，掷地有声。
整首诗的风格是豪壮有力的。虽然也有悲的成分，但并不占主导。毫无疑问，战争是艰苦的，“黄沙”句对此有生动的描写，但强烈的责任感和自豪感，使将士们能够豁达地承受战争，所以整个句子给人的感受是乐观的、雄壮有力的。最后一句，是在深深认识到战争的艰苦和持久之后，所发出的更坚定的誓言。
我们常说的“盛唐气象”，在本诗中有典型体现：即使在艰苦的战争中，也充满乐观、坚定和豪情壮志。王昌龄的绝句，往往具有这种阳刚的气质，这也是他最突出的优点之一。",121000
出塞二首（其一）,王昌龄,"秦时明月汉时关，万里长征人未还。
但使龙城飞将在，不教胡马度阴山。","这是一首名作，被明代诗人李攀龙尊为“唐人七绝的压卷之作”。
第一句“秦时明月汉时关”，从时间、空间的广度入手，展开了诗歌。这样从千年以前、万里之外下笔，形成一种雄浑苍茫的意境。而“秦”、“汉”两朝，又使人自然而然地想到了当时的边境之患。同在一轮明月下，千年前的战斗仍然继续，这种历史的遥远与延续，让人无法不生发感慨。
第二句，“万里长征人未还”，可以说是字字带血、笔笔含情。千年来，多少名将士、多少个家庭、多少个悲剧，以及多少个豪壮的故事，都包含在这几个字里。自秦汉以来，多少个世代过去了，多少人下落不明。他们在一千年出发，至今未归，而整个中国历史却因为他们发生了变化。这是悲剧，但也是正剧。
第三句和第四句，直接表达了人们的希望，希望能够永绝边患，再也不让胡人前来践踏我们的土地。
全诗用语平凡，字句朴实无华。几千年的悲剧，壮烈的历史，无数人的希望，又使每个字都耐人寻味。",536000
采莲曲二首（其二）,王昌龄,"荷叶罗裙一色裁，芙蓉向脸两边开。
乱入池中看不见，闻歌始觉有人来。","作为著名的边塞诗人，王昌龄的这首诗很特别，其柔美清丽，体现了诗人的另一面。
这首诗描绘了一幅生动的画面：一群采莲少女们进入荷塘，穿插在荷叶之间，鲜艳的荷花与荷叶轻轻波动，弄不清到底是因为风的吹拂，还是因为活泼的采莲女，因为虽然可以听到采莲女的歌声，却不知道她们到底在哪里。
本诗独具匠心之处在于，在这幅采莲图中，一直没有直接出现采莲女的形象，而是让她们若隐若现，只闻其声不见其人。在美丽的大自然中，采莲少女成为一种味道，飘进我们的鼻孔，使大自然愈加生动。这种意境，令人遐想。
诗中，“芙蓉向脸两边开”是可以朝两个方向理解的。一方面，可以理解成荷花像少女的脸；另一方面，也可以理解成少女的脸如荷花一般清新艳丽。无论怎么理解，都造成一种人与花不分彼此，浑然一体的感觉。我们可以想见：在绿荷红莲的海洋中，少女们的绿罗裙与田田荷叶融为一体，分不清孰为荷叶、孰为罗裙；同样，少女的脸与荷花也难辨彼此。
如此一来，诗人对于大自然的描写，与对采莲女的描写就自然融合了，使笔下的景象既像是对生活的实录，又像是对仙境的想象。",95500
闺怨,王昌龄,"闺中少妇不知愁，春日凝妆上翠楼。
忽见陌头杨柳色，悔教夫婿觅封侯。","第一句，闺中少妇“不知愁”。乍看起来，似乎有违“闺怨”的主题。在古代，交通不像现在这么方便，一旦离家，往往要三年五载才能回来，对于远征的将士，更是如此。可是，这首诗中的少妇，为什么“不知愁”呢？
这与唐朝时期的社会风气有很大关系。当时的中国，国力强盛，无论平民还是官宦子弟，都希望能有机会从军远征，建功立业，也就是本诗中所说的“觅封侯”。这种社会风尚，使“闺中少妇”的愁思被昂扬的浪漫主义所覆盖。从诗中后面的句子可以看出，当初丈夫从军远征，应该与这名少妇的推波助澜有很大关系。既然如此，又有什么可愁怨的呢？
另外，从“凝妆上翠楼”可以看出，少妇家境优越，再加上青春年少，应该是缺少生活磨炼的，所以对于丈夫可能遇到的艰难困苦，缺少足够的认识。正因为如此，她才会“不知愁”。
不过，“不知愁”很快就被另一种情绪所替代。“忽见”二字，将“杨柳色”引入视野，“杨柳色”一方面可以标志美好的春光，同时，也可以让人联想到青春年华，以及当初折柳相送的离别场景。杨柳总有衰败的一天，而少妇在虚度中，也有容颜逝去的一天，在这一天到来之前，能够再次见到自己的夫婿吗？
这些感触，与登楼前的心理已经大不相同。春光美好，但也令人感伤。遥想千里之外的夫君，不知何时才能相见。突然间，这个乐观的少妇感受到了从未有过的渴望，而对于当初的分离，产生了强烈的悔恨，即“悔教夫婿觅封侯”。
这首诗的点睛之笔，就是“忽见”所引领的心理转换。从“不知愁”到“悔”，闺中少妇的心理突然发生了微妙却清晰的变化，这变化的瞬间，“怨”的情绪所带来的冲击是非常强烈的。
这首诗的妙处就在这里：它不是静态地表现“怨”的持续性，而是生动地显示了“怨”的突然袭来。",60700
芙蓉楼送辛渐,王昌龄,"寒雨连江夜入吴，平明送客楚山孤。
洛阳亲友如相问，一片冰心在玉壶。","芙蓉楼，原名西北楼，遗址在今江苏镇江，在长江沿岸。
这是一首送别诗。唐开元二十九年，时任江宁丞的王昌龄，在芙蓉楼送别即将回到洛阳家乡的好友辛渐。
送别的时间是早晨，地点是长江边上。前夜的冷雨，使清晨的空气愈加萧瑟，迷濛的烟雨弥漫于天地之间，如同二人的愁绪，无边无际。“寒雨连江夜入吴”之“连”字，写出了雨势之大，以及时延之长，渲染了诗人因离别而生的愁绪。诗人对于夜雨的情况如此了解，也说明他一夜未眠，也许是为友人的将来担忧，也许是有感于人生际遇的无奈。
“平明送客楚山孤”，与前一句呼应。一方面，加强了水天相连、烟波浩渺之景的愁苦；另一方面，这种阔大的场面，不也是一种极其高远的境界吗？
王昌龄的诗歌，虽然也有比较婉约的，但总体说来，他的诗几乎都带着乐观和豪迈的情绪，从不见他单纯地表现消极情绪。即使在这种表现离愁别绪的诗中，即使面对如此冷落萧瑟的场面，他仍然从视觉和听觉上把读者带进了广阔的天地之间，气势宏大，意境开阔。
“楚山孤”三字，既表现了“孤”的意思，也表现了离别双方的孤单及挂念；但同时，“楚山”又将人想象化为高山，全诗境界更高、视野更大。这与婉约派在表现离别和孤单时的顾影自怜相比，无疑要阳刚许多。
“洛阳亲友如相问，一片冰心在玉壶。”这是诗人临别的叮嘱。“冰心”、“玉壶”与前面的“楚山”等意象映衬在一起，不仅渲染出送别时的孤寂，更重要的是，诗人开朗的胸怀和坚强的性格，以及冰清玉洁的形象，在诗句收尾时已经清晰地树立起来。",306000
终南望余雪,祖咏,"终南阴岭秀，积雪浮云端。
林表明霁色，城中增暮寒。","这首诗描写的是长安的景色。终南山北面的景色非常秀丽，积雪就像浮在云端上一样。阳光照在树梢上，反而增添了傍晚的长安城的寒意。
诗中的“浮”字用得尤其传神。在阳光的照耀下，高出云端的积雪寒光闪闪，正好给人一种像云一样“浮”动的感觉。
这首五言诗是祖咏的应试作品。有人问他为什么不按要求作一首六韵十二句的五言排律，他说：“意思已经表达完整了。”",177000
送别,王维,"下马饮君酒，问君何所之？
君言不得意，归卧南山陲。
但去莫复问，白云无尽时。","这首诗是王维为送友人归隐而作的。语句看似平淡无奇，实则意味深长。
诗人开篇就用“饮君酒”来点题，然后询问友人以后的打算。字里行间都渗透着诗人对友人的关切之情。然后又自然地过渡到了归隐。诗中出现了三个“君”字，表达了诗人对友人反复叮咛、依依惜别的感情。“不得意”三字显然是有深意的。诗人借友人的矢志归隐，含蓄地表达了自己对现实愤懑不平却又无可奈何的矛盾心情。“但去莫复问，白云无尽时。”即使归隐，也不必以失意为念。因为，尘世的功名利禄总是有尽头的，而终南山的白云却是无穷无尽的，可以供你随意消遣。这两句一转前面四句的平淡无奇，骤然增加了诗的韵味，表达了诗人的羡慕和无限感慨之情。",27400
辋川闲居赠裴秀才迪,王维,"寒山转苍翠，秋水日潺湲。
倚杖柴门外，临风听暮蝉。
渡头余落日，墟里上孤烟。
复值接舆醉，狂歌五柳前。","这首诗极力展现了辋川的深秋晚景，抒发了诗人的闲居之乐和对友人的深情厚谊。
诗中的景物具有清幽空旷的特点。首联和颈联写景，描绘了辋川附近深秋暮色下的寒山、秋水、夕阳、炊烟等景象，动静结合，勾勒出一幅静谧、和谐而又充满生机的田园山水画。
诗的颔联和尾联描写了诗人和裴迪的闲居之乐，表达了诗人对友人的赞许之情。“倚杖柴门外，临风听暮蝉。”生动地刻画出了诗人的安逸神态和超然之趣，所以诗人才把自己比作陶渊明；而醉酒狂歌，则淋漓尽致地表现了裴迪的狂士风度，表达了诗人对裴迪的由衷好感和欢迎。因为，王维与裴迪，就像陶渊明和接舆，他们虽然个性差异较大，但他们却有着相近的超然物外的心境。景色是那么美，再遇知音，这怎么不叫诗人开心！
诗中的风光和人物交替出现，形成了一种物我一体、情景交融的艺术境界。",58600
山居秋暝,王维,"空山新雨后，天气晚来秋。
明月松间照，清泉石上流。
竹喧归浣女，莲动下渔舟。
随意春芳歇，王孙自可留。","这是一首描绘山村景色的田园诗。傍晚，秋雨初晴下的山村风光旖旎，淳朴的村民活动其间，一派怡然自得的满足景象。诗人把自己的高尚情怀和理想追求都融入了这一美景之中。
首联描绘了初秋的傍晚山雨刚停，万物为之一新的美妙景色。此时，虽然天色已晚，却有皓月当空。松林里月影斑驳，闪亮而又清冽的山泉潺潺地从岩石上流过。这是一幅多么清幽明净的山水画呀！
这时，一阵欢声笑语从竹林里传了出来，打破了“空山”的幽静，原来是一群天真无邪的姑娘洗衣回来了。月色下的宁静荷塘上，有渔船顺流而下。诗人先不着痕迹地用“竹喧”、“莲动”来打破“空山”的幽静，自然地引出了隐身于竹林之中的洗衣姑娘和被莲叶遮住的渔船。这种写法，更富有真情实感，充满了诗情画意。
在诗人看来，“山中”比“朝中”洁净淳朴，可以让人洁身自好。处在这青松、明月、青莲、翠竹之间的勤劳人民，大都过着无忧无虑的生活。所以，他决定隐居。
诗人用这幅纯洁美好的生活图景，从侧面表达了自己厌恶污浊的官场，想过淳朴的田园生活的理想。",512000
终南别业,王维,"中岁颇好道，晚家南山陲。
兴来每独往，胜事空自知。
行到水穷处，坐看云起时。
偶然值林叟，谈笑无还期。","这首诗写的是诗人隐居终南山时的那种随遇而安的怡然之乐。
首联说的是诗人中年时开始厌恶世俗，所以在终南山脚下安了家，转而信奉佛理。颔联描绘的是诗人独享其乐的场景。“行至水穷处，坐看云起时”，说的是诗人尽兴登山，直至无路可走，就干脆坐下来欣赏山上的景色，当他看见山岭上云朵涌起，地上的水变成了天上的云。他想，云还是可以再变成雨水落到山涧里的，所以又何必绝望呢？这表达了诗人恬淡闲适的心境。尾联写的是诗人偶然一位山林老人就和他谈笑开了，甚至没想过要什么时候回去。而且，正因为是“无心的偶遇”，更显出了诗人的悠闲，进一步写出了诗人超然物外、悠闲自得的心情。",127000
终南山,王维,"太乙近天都，连山接海隅。
白云回望合，青霭入看无。
分野中峰变，阴晴众壑殊。
欲投人处宿，隔水问樵夫。","这首诗旨在咏叹终南山壮丽的山势和诱人的景色，气势雄浑、意境深远。
首联写的是远望终南山的场景。远远望去，终南山好像要逼近都城长安了，甚至和大海相接了，气势非常雄伟。这当然是一种艺术夸张，不过也足见终南山的高峻和广袤。
颔联写作者行于山中，只见左右弥漫着白云，身后也是茫茫云海；而前面，则是笼罩在一片“青霭”之中的千岩万壑、怪石清泉、苍松翠柏、奇花异草等美丽景致。这些不断变幻的景致虽然可见，却怎么也看不真切。也正因为如此，才更加令人神往，忍不住要深入其中仔细地看。与此同时，身后的美景也使人不能不“回望”。这么一来，刚才还近在眉睫的景物也被笼罩了一层青纱，变得像其他景致一样朦胧，并最终隐没在“青霭”里。这种广阔的意境，令人回味无穷。
颈联高度概括了终南山的广阔。诗人站在“近天都”的中峰上极目远眺，看到了终南山的整个景致。“分野中峰变”指的是终南山被分成了山南和山北这两个不同的部分，“阴晴众壑殊”则是用光线的明暗来表现终南山大而雄壮，以致各个山谷的阴晴变化也不相同。
尾联写的是诗人游兴未尽，准备在山中留宿，第二天再继续游玩。人们对尾联的理解和评价，历来都有不同。有些人否定它，因为在他们看来，尾联与前三联不相称。不过，总的来说，它还是收到了“以少总多”的艺术效果，也很有余味。",7010000
观猎,王维,"风劲角弓鸣，将军猎渭城。
草枯鹰眼疾，雪尽马蹄轻。
忽过新丰市，还归细柳营。
回看射雕处，千里暮云平。","本诗描写的是将军射猎的情景。诗人用遒劲的笔力，把一次普通的狩猎活动写得激情洋溢、气势恢弘。
首联用的是倒装句，巧妙地点明了人物、事件、地点和天气状况。“风劲角弓鸣”这句显得很突兀，说明了狩猎的声势很强大，收到了“未见其人，先闻其声”的效果，给读者造成悬念，让读者顺着强风中那尖利的角弓声去寻觅英武的挽弓人。接着，挽弓者就出现了，原来是将军，正好满足了人们的期待。
颔联主要描写了射猎时的情景。由“草枯”和“雪尽”可知当时是冬末。而“鹰眼疾”和“马蹄轻”虽然只描写了猎鹰和战马狩猎时的情态，却从侧面表明了将军具有昂扬的斗志，准确地展现了将军灵活的身姿和敏捷的动作。
颈联描写的是狩猎归来的情景。“细柳营”在“新丰市”七十余里之外，而将军却能快速到达，足见将军回营的速度有多快，贴切地表达了将军轻松、喜悦的心情。这里的“细柳营”，是借代的说法。因为“细柳营”原本是汉代周亚夫的屯兵之地，此处借指将军有名将之风，正好与他前面狩猎时的飒爽英姿相吻合。
尾联并没有顺其自然地写“细柳营”的景色，而是继续描写之前的狩猎之地。远远地回头望去，只看见傍晚的云层与大地连成了一片。这一景象与首联遥相呼应。出猎时的气氛异常紧张，将军英姿飒爽；此时，却风止云住，将军内心踌躇满志。“景由心生”，诗人用情景的变化来表达人物内心情感的波动，真是妙笔生花。
全诗一半写出猎，情节突兀，场面雄浑；另一半自如地转到了狩猎归来，结尾更是意境深远。其中的“劲”、“鸣”、“疾”、“轻”、“忽过”等字眼，准确而又精练，能够做到前后照应，恰到好处地表现了将军的英姿与豪情。所以，该诗是一篇名副其实的盛唐佳作。",58800
使至塞上,王维,"单车欲问边，属国过居延。
征蓬出汉塞，归雁入胡天。
大漠孤烟直，长河落日圆。
萧关逢候骑，都护在燕然。","这首诗是诗人在赴河西慰问边疆将士的途中作的。
唐朝开元二十五年（737年），河西节度副使崔希战胜吐蕃，诗人奉唐玄宗之命以监察御史的身份出塞慰问边疆将士，体察边疆军情。事实上，诗人是受到了朝廷的排挤，他是极不情愿出塞的。这首诗也正透露了诗人内心的伤心、激愤和抑郁之情。
首联交代了此行的目的是慰问边疆，到达了居延。其中的“单车”，是说随从少。诗人只用了十个字，就将万里行程一笔带过，表达了诗人轻微的失意之情。
颔联意味深长。此处采用的是两两对照的写法。诗人把自己比作“征蓬”，再用“归雁”来反衬自己。在古诗中，“蓬草”大多被诗人用来自叹身世飘零；而归雁就不同了，它可以在一派春光中归巢育雏，比诗人这个身不由己的“征篷”好多了。用反衬的写法，加深了诗人自怜、自伤、自嘲的飘零之感。而且，不管是因为什么原因去国离乡，人的心情都是复杂的，更何况诗人这次出使的心境不佳。诗人是因为朝廷的政治斗争被排挤出去的，所以他的出使并不是什么威风的事情，他难免会觉得失意。
颈联刻画了沙漠中的孤烟、长河等典型景物，写出了边疆大漠壮阔雄浑的景象。边疆沙漠浩瀚无边，所以用了一个“大漠”二字。边塞荒凉得没有什么奇观异景，所以烽火台上燃烧的那一股“孤烟”就格外醒目，给原本没有生机的荒漠增添了一点儿生气。虽然“孤”字表明了景物的单调，但是“直”字又紧随其后，起到了画龙点晴的作用，体现了“孤烟”的挺拔、坚毅之美。只有亲眼见过这种场景的人，才能深刻体会到“直”字的妙处。
“长河落日圆”是一个特定镜头。诗人大概是站在一座山头上俯瞰到这一景象的。沙漠里没有山峦林木，只有一条孤寂的“长河”横贯其间，好在落日是圆的，让伤感的诗人感到了一丝温暖。而且，红日、长河相互融合的景象，平添了一种壮阔的气势，使得整个画面显得壮阔美丽，似乎融化了诗人内心的孤寂。
尾联描写的是到了边塞却没有遇到将官，原来将官还在燕然前线没有回来。诗人去国离乡多日，终于要见到本土之人了，却没能欣喜起来。总之，诗人此时内心凄凉而又无奈。",94600
鹿柴,王维,"空山不见人，但闻人语响。
返景入深林，复照青苔上。","这首诗是王维后期所作山水诗的代表作，是《辋川集》二十首诗中的第四首，描写的是傍晚时分鹿柴附近的幽静景致，表达了诗人热爱自然、厌倦官场的感情。
“空山不见人”，可见诗人的视野比较开阔，可以没有障碍地看见山林的概貌，而且没有看见一个人。此句具体地描写了山的空寂和清冷。“但闻人语响”写的是，由于回声的多重反射，有时又能听到说话声，不知道这声音是从哪儿传过来的。诗人用视觉与听觉相结合的写作方法，描绘出了一个平平常常的场景，别有一番新意，给人一种犹如身临其境的新奇感受。其中，“响”字与“空山”遥相呼应，反衬山的空旷和幽静。因为，空谷传音，愈见空谷之空。
第三、第四句描写的是夕阳射入树林深处，又有一部分光线落到青苔上的场景。深林原本就幽暗，而林间树下的青苔更突显了深林的不见阳光。这时，夕阳却反射进了深林里，给幽暗的深林带来了一线光亮，让整个深林有了一点儿生机。这一小片光影和大片的幽暗，形成了鲜明的对比，更加衬托出深林的幽暗。而且，反射过来的阳光会转瞬即逝，接踵而来的就是漫长的幽暗。这两句用光亮来反衬幽暗，结果使幽暗给人的印象更加突出。
从总体上说，《鹿柴》的色调是幽冷、空寂的，也许和诗人的消极情感有关。",459000
竹里馆,王维,"独坐幽篁里，弹琴复长啸。
深林人不知，明月来相照。","这首小诗写的是隐居者闲适的生活情趣，它也是《辋川集》中的一首名作，全诗格调幽静闲适。
把整首诗分开来看，每一句都平淡无奇。但是，如果从整体上看，却自成佳境，蕴涵了一种特殊的艺术魅力，令人自然而然地受其吸引。它的意境清幽绝俗，能够让身在其中的人安闲自得地以声乐来愉悦身心。虽然它的语言自然而又平淡，却有一种雅致的韵味，传神地表达了自然的意境美。
“独坐幽篁里，弹琴复长啸。”说的是诗人经常独自坐在幽深的竹林里，以弹琴和长啸来排遣寂寞。诗人早年就信奉佛理，再加上仕途坎坷，所以四十岁以后就过着半隐居的超脱生活。在这里，诗人用“幽篁”来显示自己具有翠竹一样高尚的气节。
“深林人不知，明月来相照。”说的是诗人即使避居深林也不会孤独，因为他有一轮明月相伴，进一步渲染了诗人的孤寂。在这里，诗人把倾泻着银辉的明月拟人化了，认为它是自己心心相印的好朋友。诗中描写周围景色，选择了竹林与明月，匠心独运地将音响和光影的明暗变化结合在一起，衬托了自然的寂静之美。“月来照”不仅和“人不知”有对照之妙，也起了点破暗夜的作用。
这首诗虽然只有二十个字，却情景交融、有声有色、动静结合、虚实相依，把诗人的心境和自然景致都融为一体了，为读者勾勒出一幅立体而又富于变化的人物风景画，实在是一篇佳作。",131000
鸟鸣涧,王维,"人闲桂花落，夜静春山空。
月出惊山鸟，时鸣春涧中。","这首诗写于安定统一的盛唐时期，描写了夜间春山那宁静幽美的景致。从明月、落花和鸟鸣等迷人的景物中，读者可以感受到盛唐时期社会的和平与安定。全诗的精妙之处在于动静结合，为读者描绘了一幅充满诗情画意的动态画面。
“人闲桂花落，夜静春山空。”运用了通感的手法，巧妙地将动景“花落”和静景“人闲”结合在了一起。桂树枝叶繁茂且花瓣细小，夜间落花根本不容易觉察。而诗人却察觉到了，足见他的内心是闲适且没有世俗杂念的。一个人只有真正放下杂念，他的精神才会提升到“空”的境界。一个“空”字，突显了诗人作为禅者的洒脱心境，所以他才捕捉到了别人无法感受的情景。而“落”这么细微的声响，都能被诗人感觉到，可见夜晚有多么静谧和空寂。此时，诗人的心境与周围的静谧环境是彼此契合且相互作用的。
“月出惊山鸟，时鸣春涧中”则以动写静，夜晚的静谧看似因“惊”和“鸣”而被打破，实则收到了以动衬静的效果，强调了山林的幽静和闲适。月亮渐渐钻出云层，皎洁的银辉照亮了笼罩在夜幕之下的空谷，惊醒了几只熟睡的鸟儿。已经习惯了幽静的鸟儿们，不时地对着明亮的月光鸣叫起来。鸟鸣声和着山间小溪里的流水声，更加衬托出了山林的寂静。将自然天成的美景用妙手记叙出来的诗，才是一首好诗。",218000
杂诗（其二）,王维,"君自故乡来，应知故乡事。
来日绮窗前，寒梅着花未？","这首诗表达了作者的思乡之情。
诗中的主人公“我”，是一个在异乡漂泊的人，看到有人从故乡来，思乡之情油然而生，急着想了解故乡发生的事情。故乡的事情其实有很多，比如亲朋好友、山川景物、风土人情等，而“我”却只追问窗前的寒梅开了没有，而且用的是“应知”这种不加修饰的儿童式的天真口吻，栩栩如生地刻画出“我”问话时的心理和神态，自然地表达了“我”的思乡之情。而“故乡”一词反复出现，更是表达了“我”强烈的思乡之情。
这首诗质朴、平淡而且诗味浓郁。其实，古代的许多诗歌精品都是这样的，它们看上去都很质朴，好像没用任何技巧，实则用了最高的技巧。在这首诗里，“我”像叙家常一样单独询问寒梅的情况，运用的就是一种典型技巧，它虽然平淡质朴，却传神地表达了“我”的思乡之情。因为，人们在怀念故乡时，挂念的总是那些跟自己有过密切联系的人和事物。人们对故乡的思念，其实是对一个个具体的形象或画面的回忆。故乡的确有很多值得怀念的东西，但能够引起人们亲切怀想的，往往都是窗前寒梅这类看似平常而又细小的事物，因为它贴近生活，能让人回想起当年居家生活的一些趣事。所以，这里的寒梅实际上已经不再是一个具体的事物，而是故乡的化身，它承载了“我”的全部思乡之情。",3540000
相思,王维,"红豆生南国，春来发几枝？
愿君多采撷，此物最相思。","这首诗借咏物来寄托相思之情。
第一句用寄托情思的“红豆”来起兴；第二句即以设问来寄语，显得格外亲切；第三、第四两句一语双关，看似嘱咐友人别忘了相思之情，实则说明自己相思之重，既切合题意，又寄托了浓浓的相思之情。全诗句句不离红豆，韵律和谐柔美，把相思之情表达得淋漓尽致；虽然语言朴实无华，节奏却非常明快而又委婉含蓄，却始终洋溢着青春的热情，感情真挚动人。
红豆在唐诗中经常用来传达相思，它不仅可以用在男女相思的场合，还可以用来表达朋友之间的相思，这首诗抒发的就是眷念朋友的感情。红豆产于“南国”（南方），而朋友就在南方。这里的红豆，就像“来日绮窗前，寒梅着花未”里的“寒梅”一样，已经不仅仅是一个具体的事物了，而是赤诚友爱的象征。
在生活中，那些深情的话，往往都是朴素无华的。这种朴素而又典型的语言，被王维运用得恰到好处，于平淡之中表达了深厚的情感。",119000
