Author,Title,Poem,PoemAnalysis,PoemGoogleCounts
张炎,台城路·寄姚江太白山人陈文卿,"薛涛笺上相思字，重开又还重摺。
载酒船空，眠波柳老，一缕离痕难折。
虚沙动月。
千里悲歌，唾壶敲缺。
却说巴山，此时怀抱那时节。
寒香深处话别。
病来浑瘦损，懒赋情切。
太白闲云，新丰旧雨，多少英游消歇。
回潮似咽。
送一点秋心，故人天末。
江影沉沉，露凉鸥梦阔。","张炎词作鉴赏
这是张炎写给友人的一首词。张炎一生中大半在江湖流浪，生活较为潦倒。但能有几个词友赋诗慰藉，也算是给其平淡的生活中寻求一点精神上的支持。他很珍视友情，对朋友有说不尽的相思。在其词作中，赠友词也很多。这首《台城路》情思浓郁，读来令人感慨系之。姚江，即今浙江余姚。陈文卿，又作陈又新。
""薛涛笺上相思字，重开又还重摺。""薛涛，是唐代女诗人、乐妓。她创制松花小笺，人称""薛涛笺""。把写满相思字句的信笺，展开而又叠好，一遍一遍地翻看。接着词人便向对方倾吐自己的思念，""载酒船空，眠波柳老，一缕离痕难折。""自从友人离去之后，曾载着我们一起游玩的船儿就空着，那横在水面上的垂柳也似老了许多，怎能不让我心中离恨缕缕，不可断绝。""虚沙动月。""我只能望着茫茫沙滩上缓缓移动的月色。感慨横生：""叹千里悲歌，唾壶敲缺""，典出于王敦饮酒歌曹式诗《龟虽寿》敲碎壶口事。从""载酒船空""至此，一气贯注""却说巴山""一转，把相逢的希望寄托于未来。李高隐诗中讲：""何当共剪西窗烛，却话巴山夜雨时""。我此刻心情亦如玉谿生。在宽己的心态中，对友人也是一个慰藉。用词贴切自然。
""寒香深处话别离。""再回忆起昔日在菊花丛中依依话别，思前想后，皆因""情到深处不自由。""一别之后自己形容憔悴，精力不支，以至于对朋友深切的相思之情，没有心绪抒写。这里透露出了一派物态身境同其萧然心境。虽然无绪再做风花雪月之吟，但是朋友依旧在我的心中。""太白闲云，新丰旧雨""。太白，即终南山，唐时隐士多居于此。新丰，在今陕西省临潼。唐初大臣马周，早年曾困于新丰旅店，这里泛指流落异乡。旧雨，用古诗意，用旧雨喻指老朋友，""今雨""比喻新交。""太白闲云，新丰旧雨""，意谓旧友归隐，有的闲似孤云野鹤，有的寄于贫困潦倒。""多少英游""而今飘零四散了。此句包含着兴亡之悲、故国之思。词锋一转由叙事抒情转为借景寄情。""回潮似咽。""潮水在退潮了，像是阵阵呜咽。远去的潮水啊，""送一点秋心，故人天末。""""故人天末""当亦有陈文卿在内。而更富情韵的还在词的结尾，""江影沉沉，露凉鸥梦阔。""朦胧月色中，江影沉沉，沙鸥在夜露中酣睡，沉浸在甜美的梦中。我也想成幽梦阔，不辞天涯觅故人。但山长水远，忧愁满腹。令人言难尽，梦不成。加之触景伤情，情更难已。这里描绘了一幅沙鸥夜宿图，在空旷、寂寥中，体会其充实、幽邃。诸般滋味孕满其中，不着痕迹，令人感到张炎的动力非同凡响。动力非同凡响。
动力非同凡响。动力非同凡响。",0
王炎午,沁园春,"又是年时，杏红欲脸，柳绿初芽。
奈寻春步远，马嘶湖曲；卖花声过，人唱窗纱。
暖日晴烟，轻衣罗扇，看遍王孙七宝车。
谁知道，十年魂梦，风雨天涯！
休休何必伤嗟。
谩赢得、青青两鬓华！
且不知门外，桃花何代；不知江左，燕子谁家。
世事无情，天公有意，岁岁东风岁岁花。
拼一笑，且醒来杯酒，醉后杯茶。","王炎午词作鉴赏
王炎午的词，仅存这一首，初见于《元草堂诗馀》卷下。王炎午是文天祥的同乡，临安陷落后，他尽出家资，以助军饷；文天祥被俘后，他作了""生祭文""。激励文天祥死节，自己也成了南宋的遗民。
这首词作于宋亡之后。全词借伤春感怀，表达故国之痛。词的上片从春景入笔。以较多文字写春光骀荡。游人如醉；下片则转写感慨，抒发目前情怀。
词的上片由三层内容组成。起三句为一层，总写春色明媚。作者选取杏与柳作为描绘春光的代表。杏、柳都含有春的诗意。""脸""""芽""在这里作动词，是说杏花欲露脸。柳眼欲抽芽，正是新春景象。而作者在写春光之前，先着一句""又是年时""。是寓有感慨之意，即这番景象，与往年一样。寻春步远""至""看遍王孙七宝车""共七句，是第二层。写人们的游春、赏春活动。如果说前一层重在写""自然""的话，那么这一层就是侧重写""人事""了。这七句中有一条时间发展的暗线，包括了从早春到暮春的整个春天的游乐活动。内容很丰富；远郊的寻春，湖曲的马嘶，穿街过巷的卖花声，碧纱首里的唱歌人，暖暖的阳光，缥缈的晴烟，轻衣、罗扇以及王孙游春的七宝车，一句一景，目不暇接。这七句用一个""奈""字领起。意思是说对如此这般的春光。我该怎样去领受呢？显然，词人面对一派升平欢乐景象。深深地陶醉了，结处笔锋急转：""谁知道，风雨天涯！""从情景极妙处猛然跌入眼前凄风苦雨般的现实中。那十年之前的诸多美景化成了一场空梦，被历史的风雨卷到了海角天涯。
下片紧承""谁知道""三句，抒发词人十年来郁结于心的悲伤感慨。但词人却正话反说：""休休何必伤嗟！""好象在作自我宽慰，但他写上紧接着说：""谩赢得，青青两鬓华！""从一个""赢字上，我们看到了词人不可平复的悲愤。他为了挽救南宋危亡。倾家荡产，亲履戎行，出生入死，到头来南宋仍归于灭亡。盘盘皆输，步步艰难，他主观上想赢得的，全都落了空。他所""赢得""的，只有原来的黑发换成了花白！
""且不知""四句有遁迹避世和凭吊亡宋之意。""拼一笑""三句，则紧承""岁岁""句意，交代作者在眼下春光之中极度悲苦的生活情态。这与上片回忆中的春光行乐图形成了一个极强烈的对比。从这个对比中，表现了作者的思想立场。他对故国的魂萦梦绕之情和不知燕子谁家的亡国之痛，就不言而喻了。",568000
刘将孙,沁园春,"大桥名清江桥，在樟镇十里许，有无闻翁赋《沁园春》、《满庭芳》二阕，书避乱所见女子，末有""埋冤姐姐、衔恨婆婆""，语极俚。后有螺川杨氏和二首，又自序杨嫁罗，丙子暮春，自涪翁亭下舟行，追骑迫，间逃入山，卒不免于驱掠。行三日，经此桥，睹无闻二词，以为特未见其苦，乃和于壁。复云""观者毋谓弄笔墨非好人家儿女""。此词虽俚，谅当近情，而首及权奸误国。又云""便归去，懒东涂西抹，学少年婆""，又云""错应谁铸""，皆追记往日之事，甚可哀也。因念南北之交，若此何限，心常痛之。适触于目，因其调为赋一词，悉叙其意，辞不足而情有余悲矣。
流水断桥，坏壁春风，一曲韦娘。
记宰相开元，弄权疮痏；全家骆谷，追骑仓皇。
彩凤随鸦，琼奴失意，可似人间白面郎。
知他是、燕南牧马，塞北驱羊？
啼痕自诉哀肠，尚把笔低徊愧下堂。
叹国手无棋，危途何策；书窗如梦，世路方长。
青冢琵琶，穹庐笳拍，未比渠侬泪万行。
二十载，竟何时委玉，何地埋香。","刘将孙词作鉴赏
这是一首血泪哀词。据作者自序称。在樟树镇的清江桥上，有无闻翁与杨氏女子回首题壁词，记述了元兵南犯时掳掠妇女的行为。其中杨氏所和《沁园春》乃自诉其悲惨遭遇，语尤沉痛。作者遂隐括其事，为赋此词，以写其家国沦亡之恸。在两宋词坛上，如此深刻、真实地反映下层人民的悲苦命运之作，实不多见。
首起三句点出留题的地点。流水与断桥，坏壁与春风，这些意象背反的景物，被作者故意扭合到一起。形成强烈的对此，使断壁颓垣的惨象更为突出，加重了凄苦的意味。""韦娘""句活用刘禹锡""高髻云鬟宫样妆，春风一曲杜韦娘。司空见惯浑闲事，断尽苏州刺史肠""诗意。用以指代杨氏的题词（《杜韦娘》也是词曲名），并兼有怜其才艺、哀其命运的含义在内。
""记""下所领四句，笔颇曲折。是用唐代开元、天宝之际的典实来比喻宋末政局，并以之概述杨氏题词的内容。""疮痏""，创伤，此比喻战乱带来的民生疾苦。""骆谷""为通往巴蜀的要道。安史乱作，人民仓皇避兵，杜甫《绝句》云：""二十一家同入蜀，唯残一人出骆谷。""词中""全家骆谷""用此。接下来六句，则写其被辱于元兵的苦恨。""""彩凤随鸦，琼奴失意""，都是匹非其偶的意思。美人不配俊夫，已是婚姻的不幸，何况家毁国亡。辱于仇手，其悲恨更有甚于佳人之嫁厮养者多矣。""燕南牧马，塞北驱羊""，喻蒙元的兵士。前面着以""知他是""三字，虽以疑问语气出之，实有作者深沉悲慨在内。这样就把一种受制于人，听凭蹂躏的悲剧写得曲折尽致了。
下片则夹叙夹议，写出词人对弱女子的同情以及作者身世之悲感，进一步深化了主题。""啼痕""二句上承""韦娘""，把杨氏题壁时的心境曲曲绘出，身处亡国贱俘的惨境，故悲啼不已：""下堂""本指妻子被丈夫休弃的婚变，这里说被迫失身于元兵，其辱有甚于被休弃者，故云""愧""。""把笔低徊""则是传达杨氏题写词篇时的心境情态。""国于""二句暗承""宰相""，指贾似道之误国：""书窗""二句则是自伤身世之笔。刘将孙以一介书生而身处乱世，尘扬沧海，劫换红桑，竟没有一个安身立命的所在，瞻望前程，怎不慨然以悲？""青冢""以下六句专就杨氏其人。其词着墨，一气旋折，愈转愈深，真有摇荡心魂，摧人涕泪的力量。在刘将孙看来，这些写在桥头的哀苦词句，要比昭君怨曲。文姬哀词更为凄苦和更令人同情。因为正是用千万行血泪写成的，因为它是民族的哀吟呵。
""委玉""、""埋香""指女子之死。刘将孙此词之作，距宋恭宗德二年丙子暮春已二十年。这个可怜的被""驱掠""北行的女子怕早已香消玉殒了。那么哪里是她埋骨之所呢？是在风沙漫天的朔北？还是在马蹄匼匝的间关道途？这些都无从寻觅了。用一问作结，把人的思绪引向迢递的远方，益发令人读后难以忘怀了。",52
刘将孙,踏莎行·闲游,"水际轻烟，沙边微雨。
荷花芳草垂杨渡。
多情移徙忽成愁，依稀恰是西湖路。
血染红笺，泪题锦句。
西湖岂忆相思苦？
只应幽梦解重来。
梦中不识从何去。","刘将孙词作鉴赏
刘将孙是南宋爱国词人刘辰翁的儿子。这首小词作于宋亡之后，调下题作""闲游""，上阀写闲游中所见，下阕写闲游中所感，于迷惘中表达了故国之思。
词的起首三句，由远而近描绘了眼前景色。这样的写法基本上是排列名词，没有动词；让各种物象组成余味无穷的画面。并含蓄地表达了自己的幽闲情致。
""多情移徙忽成愁，依稀恰是西湖路""两句，如奇峰突起。境界骤变。词人方才的闲游似""云无心认出岫""，至此顿生枨触，优游之情马上化成一腔悲恨。
这一转变也是有条件的：其一是客观上""荷花芳草垂杨渡""这些景物具有与西湖相似的特征；其二是主观上词人有见过西湖的印象和怀念临安的思想。因此当他在闲游中睁开双眼时，面前仿佛呈现出西湖的迷蒙景色，胸中立即泛起一股难以抑制的愁情。
过片三句，是全篇感情的高潮。红笺以血染。锦句用泪题，全是伤心之语，可见愁恨之深。下面他不说自己日日夜夜在怀念故都临安，却以反诘的语气遥问西湖是否还记得相思之苦。词人正是通过这样的诘问表达了忆念故国之情。
结尾二句，前后呼应，感情又深入一层。前面说眼前景色恰是西湖，然又不是真正的西湖。可见西湖之遥远。并不纯粹由于地理上的间阻，同时也是由于政治上的限隔。那么怎样才能重到真正的西湖呢？词人唯有托诸梦境。""只应幽梦解重来""是推想之辞，然亦反映了现实中重到西湖之不可能。接着""梦中不识从何去""一句，又推进一层，意谓西湖只有在梦中才能重到，可是即使到了梦中。他也不知从哪条路前去西湖。词人那种想见西湖，怕见西湖的矛盾心理，在现实生活中莫知所从的迷惘心情。十分含蓄地流露出来，给人以回味的余地。",0
徐一切,摸鱼儿,"对茱萸、一年一度，龙山今在何处？
参军莫道无勋业，消得从容尊俎。
君看取，便破帽飘零，也博名千古。
当年幕府。
知多少时流，等闲收拾，有个客如许！
追往事，满目山河晋土。
征鸿又过边羽。
登临莫上高层望，怕见故宫禾黍。
觞绿醑，浇万斛牢愁，泪阁新亭雨。
黄花无语。
毕竟是西风，朝来披拂，犹忆旧时主。
","徐一初词作鉴赏
徐一初的词作流传下来的仅此一首，却受到历代词论家的注意。
起两句意谓：一年一度的重阳佳节到来了。强对茱萸无以为欢，更谈不上仿效古人的龙山高会。""今在何处""四字，感慨弥深。国破家亡，早已是登临无地了。""参军""以下一段，追怀往事，发抒幽愤。参军指孟嘉。他在桓温部下，虽没有建立什么丰功伟业但也能在宴席之间从容酬对，表现了自己的才华和器度。《孟嘉别传》载，风吹嘉帽堕落，桓温戒左右勿言，以观其举止。嘉初不觉，良久，温命取帽还之，令孙盛作文嘲之，嘉即时作答。四坐嗟叹。象孟嘉这样的""魏晋风流""的典型，最为古来失意的文人所激赏。故事只云孟嘉落帽，词中却说""破帽飘零""，这已有词人自况的意味了。当年在桓温的兵帐之中，多少应时得势的人物，如今已寂寂无闻，想不到有象孟嘉这样的一个幕客，还能博得名垂千古，这也许就是词人的夙愿吧。上半阕纯用孟嘉故事，而作者的形象已隐现其中。
过片后，直接抒写所见所感。""追往事""一语归结上文。""晋土""，晋代的疆土。桓温、孟嘉皆晋人，故云。词人所追怀的往事实是前朝之事；眼中的晋土实是南宋的山河。吊古伤今，表现了遗民的孤愤。
""征鸿又过边羽""，秋天，鸿雁从北方边塞飞来，它带来了什么信息？词人也许由征鸿而联想起远在大都的幼主吧。""登临""二句为全词主旨。怕上层楼，更怕见到生满禾黍的故宫。""觞绿醑""三句，写出了""兴杯消愁愁更愁""之意。""绿醑""，美酒。而词人借酒浇愁，更是悲从中来，泪如雨下。""新亭""，地名。""新亭对泣""为怆怀故国之典。搁泪，眼眶中蓄满了泪水。三句悲慨已极。""黄花无语""笔势又一转折。重阳赏菊，也是古来文人雅士的习尚。可是此时都与黄花相对无言，唯有含泪盈盈而已。""毕竟""三句接写黄花。清晨的黄菊在西风的吹拂下，俯仰纷披，如有情意------""犹忆旧时主""！末五字真有裂石之声。",0
无名氏,长相思,"去年秋，今年秋。
湖上人家乐复忧，西湖依旧流。
吴循州，贾循州。
十五年间一转头，人生放下休。","无名氏词作鉴赏
诗言志，词言情。然而这首词却独树一帜，以词进行讽刺，在唐宋词也极为鲜见，但在讽喻中不见尖酸刻薄，艺术表现力极强，是一朵散发异香的奇葩。
这首词讽喻当时世道。南宋景定年间，奸臣贾似道当权，其谗毁宰相吴潜，使之被贬循州，并其后将其毒死。贾似道继为宰相，终日淫乐，不料事有偶然，德祐元年，贾与元军作战失利逃跑，也恰恰被罢贬循，且也是在循州被县尉郑虎臣锺杀于木棉庵。前后十五年如此巧合，因此作者抓住这点对贾似道的鞭挞。嘲讽和对弄权者的正色告诫，语言含蓄，但语意却是极其尖锐的。
上片开头""去年秋，今年秋""，两句，着意用两个秋字使词罩上一层萧瑟、落寂的气氛，年复一年，一个个凋谢的秋天又将过去。""湖上人家""两句又着意表现权臣贾似道权力显赫飞扬跋扈，与秋风落叶、灰飞烟灭的对比，""乐""""忧""转换何其快哉！""湖上人家""暗指在西湖大筑别墅，荒淫娱乐的贾似道。
一个""湖上人家""落笔轻巧，而却充满对贾的嘲讽揶谕。""西湖依旧流""更是以西湖冷眼旁观的语调，衬托人生无常，善恶报应的无情。句式好像在写景，其实揭露主题，启人深思。
下片几句与上片不同。上片用笔曲中见直下片则直中含曲。""吴循州，贾循州""以简单的句式揭示深刻的含义。吴潜，贾似道同为权臣，同贬循州，同死于循州客乡，戏剧性的对此，又寄托作者对两人的爱憎。贾似道误国弄权，终死循州，而吴潜也虽有报国之志，却难脱循州之难。贾似道更是可憎可恶可笑，其害人终害已，十五年荣华，一朝也不过身败名裂，多么的可悲。""十五年间""二句，作者又郑重告诫说，""人生放下休""，人世无常，还是丢开世情，免生烦恼。其中虽包含对贾的讽刺，但也含有对人生消极避世的消极思想，在此也应注意。
全词短小精干，口语化极强，语言质朴生动，极富节奏感，和浓愈的民歌风味，其中包含讽古喻今的现实主义色彩也极为难能可贵。另外在艺术表现上作者把含蓄与明快熔为一体，使形式和内容更好的统一起来，我们会在慢慢品味中体会出来。",43600000
无名氏,御街行,"霜风渐紧寒侵被。
听孤雁、声嘹唳。
一声声送一声悲，云淡碧天如水。
披衣告语：""雁儿略住，听我些儿事。
塔儿南畔城儿里，第三个、桥儿外，濒河西岸小红楼，门外梧桐雕砌。
请教且与，低声飞过，那里有、人人无寐。","无名氏词作鉴赏
这首托雁言情之作，表现客居异乡的游子对亲人的思念。内容在诗词中屡见不鲜，但表现手法却新颖，细腻，很能感人。
词意大致是这样的：一个离别亲人客居异乡的游子在深秋寒碾转难眠。夜深人静，只有客舍外呼啸的寒风越来越紧，空然夜空中传来孤雁响亮而凄厉的呜叫，一声声哀鸣，牵动游子的情怀，想起远方的亲人。
他急忙披衣而起，对南飞的孤雁千叮咛万嘱咐，想把满腹的愁绪告诉雁儿，让它转告远在城里桥外河边小楼里的那个她。全词通篇表达了一个""相思""之情，但却没用一个""相思""之类的字眼，只是通过对雁儿的告语，娓娓叙述她的住所，便使人感到了深切的情意扑面而来，极富有艺术的魅力。
上片先借秋夜景物渲染孤芳寂寞的感受。一句""霜风渐紧寒侵被""使人备生寒意，备感孤苦。而一声声孤雁的哀鸣又烘托游子的孤独凄芳的情怀。""一声声送一声悲""，用一声声孤雁的悲鸣传达出一个悲痛的倾诉，一声声鸣叫牵动着主人公沉重凄苦的心情。
""云淡碧天如水，披衣起""形象地表现出他的急切的心情。""告雁略住，听我些儿事。""语气之柔软和缓，神态之恳切诚挚，触目可见。托雁传情，本绝无可能，而如此设词，异想天开，却将游子深婉细腻的心理活动，表现得入木三分。
下片全是游子对雁所说的话。其实质而言之，仅有一句话，即是说，你飞过我亲人的居所，请千万不要高声鸣叫，以免惊动也是无眠的她。此处全用口语，虽无一字直叙人物，却真切地表达了他内心的思念，十分生动传神。这里，""他""------游子不厌其烦，絮絮叨叨地向大雁详细描述亲人居住的具体住所，""城里""""桥外""""河西""""小楼""""门外""等分别用""塔儿南畔""，""第三个""""濒河西岸""""梧桐雕砌""等词清清楚楚，详详细细地描述出来。看似絮叨，实是殷勤。不仅表现出对大雁的真切希望，又生动表达了对亲人的深切思念之情。
这首词题材极其普通，但特点鲜明。语言文字明白浅显，质朴无华，却生动形象，韵味隽永。可称是""凡情无奇而自佳，景不丽而自妙者""。（陆时维《诗境总论》）。这首词口语化也极其鲜明，特别是那一长句""塔儿""直至""雕砌""，""以长句作具体详细的描写，小说散文之意，且开金元曲子风气""（俞平伯《唐条词选释》）。真是一首健康优美，生动活泼，美轮美奂的民间小调。",0
无名氏,鱼游春水,"秦楼东风里，燕子还来寻旧垒。
馀塞犹峭，红日薄侵罗绮。
嫩草方抽玉茵，媚柳轻窣黄金蕊。
莺啭上林，鱼游春水。
几曲阑干遍倚，又是一番新桃李。
佳人应怪归迟，梅妆泪洗。
凤箫声绝沉孤雁，望断清波无双鲤。
云山万重，寸心千里。","无名氏词作鉴赏
这是一首闺怨词，写的是一位少妇春日怀念远人的情态，心理。
上片全是写景。""秦楼东风里""四句，写春归燕回，馀寒犹峭之状。这四句写的是室内的春景，是""秦楼""人所见所感的春景，并暗示出女主人公慵懒困倦、日高未起之态，带有淡淡的惆怅情调。""嫩草方抽碧玉茵""四句，从户内写到户外，描画出一派明媚的春光。作者摄取了四种景物：地面的嫩草，地上的垂柳，空中的黄莺，水中的游鱼，水陆空三维空间，交织成立体的画面，传达出绚丽的色彩。
下片转入写人。""几曲阑干""四句，写佳人倚遍""秦楼""阑干，看到桃李又换了一番新花新叶------这意味着一年又过去了，而意中人还没有回来，这触起了她的愁思，不觉潸然泪下。""梅妆""用的是寿阳公主的典故，这里泛指妇女面部化妆。""梅妆泪洗""即涂了脂粉的脸上流下了眼泪之意。这几句着重描写佳人的外部动作，而以""应怪归迟""点明动作的原因，其悲怨愁苦之态如见。
""凤箫声绝""四句，写对云离去后音信杳然，使佳人思念不已。""凤箫声绝""借用典故，指男子的离去。""孤雁""""双鲤""都是奇书的代称。而""沉孤雁""、""无双鲤""，就是指对方没有来信，但是，即使男方相隔云山万重，佳人的心还是神驰千里之外，萦绕在他的身边。这几句着重描写佳人的内心活动，浓情厚意，溢于言表。",775000
无名氏,阮郎归,"春风吹雨绕残枝，落花无可飞。
小池寒绿欲生漪，雨晴还日西。
帘半卷，燕双归。
讳愁无奈眉。
翻身整顿着残棋，沉吟应劫迟。","无名氏词作鉴赏
""春风""二句起调低沉，一开始就给人以掩抑低迴之感。春风吹雨已自凄凉，而花枝已凋残矣，风雨仍依旧吹打不舍，景象更为惨淡。""落花无可飞""，写残红满地，沾泥不起，比雨绕残枝，又进一层，表面上写景，实际上渗透着悲伤情绪。两句为全篇奠定了哀婉的基调。
三、四句写雨霁天晴，接理色调应该转为明朗，情绪应该转为欢快。可是不然，词的感情旋律仍旧脱离不了低调。盖风雨虽停，而红日却已西沉。因此凄凉的氛围非但没有解除，反而又被被抹上了一层暮色。
词的下阕，由写景转入抒情，仍从景物引起。""帘半卷，燕双归""，开帘待燕，亦闺中常事，而引起下句如许之愁，无他，""双燕""的""双""字作怪耳。其中燕归又与前面的花落相互映衬。花落已引起红颜易老的悲哀；燕归来，则又勾起不见所欢的惆怅。燕双人独。怎能不令人触景生愁，于是迸出""讳愁无奈眉""
一个警句。所谓""讳愁""，并不是说明她想控制自己的感情，掩抑内心的愁绪，而是言""愁""的一种巧妙的写法。""讳愁无奈眉""，就是对双眉奈何不得，双眉紧锁，竟也不能自主地露出愁容，语似无理，却比直接说""愁上眉尖""。艺术性高多了。
结尾二句，紧承""讳愁""句来。因为愁词无法排遣，所以她转过身来，整顿局上残棋，又从而着之，借以移情，可是着棋以后，又因心事重重，落子迟缓，难以应敌。这个结尾通过词中人物自身的动作，生动而又准确地反映了纷乱的愁绪。",0
无名氏,浣溪沙·瓜陂铺题壁,"剪碎香罗浥泪痕，鹧鸪声断不堪闻，马嘶人去近黄昏。
整整斜斜杨柳陌，疏疏密密杏花村，一番风月更消魂。","无名氏词作鉴赏
这首词是一位未留名的姓的作者用篦刀刻在蔡州瓜陂铺的青泥壁上的。
词的上片是追忆与爱人别离时的情景。香罗帕一般是男女定情时馈赠的信物，现在将它剪碎来揩拭离人的眼泪，真是悲痛之极。接下来两句用景物描写进一步烘托和渲染别离的悲痛。就在这剪碎香罗，泪眼相看，痛苦诀别之际，那""行不得也哥哥""的鹧鸪哀鸣，和着催人远行的声声马嘶，又在黄昏的沉沉暮霭中断续相和，更使得这一对多情的离人肝肠寸断。
下片写与爱人别离后的愁思。跟上片不同，没有从正面着笔，而只是写旅途风光，妙处就在从这一路风光中不难体味这可怜朋友的愁思。他一路行来，走过种着或成行或斜出的杨柳树的道路，穿过傍着或疏或密杏花林的村庄，这些景色不可谓不清美宜人，可是在离开了心上人的男主人公眼中，它们只能更加勾起对已诀别的爱人梦幻般的思恋。待到结束一天的旅途劳顿，投宿到乡间一所小旅店歇息下来，虽有清风明明，却丢失了花前月下的愉悦生活，真是感触万千。
雨中花
无名氏
我有五重深深愿。
第一愿、且图久远。
二愿恰如雕梁双燕。
岁岁后、长相见。
三愿薄情相顾恋。
第四愿、永不分散。
五愿奴哥收因结果，做个大宅院。
无名氏词作鉴赏
词以""我""作第一人称的表达方式，表达风尘女子的愿望。这""深深愿""表明她们深思熟虑，长期以来所热烈追求的。风尘女子许多都是不愿过那种朝秦暮楚、供人玩赏的生涯，她们盼望着有一个正常而稳定的家庭生活，所以""且图久远""是她们首先得考虑的基本之点。第二层愿望是岁岁双双和谐相处，希望建立协调的家庭关系。第三愿则是对男子提出的要求。
""薄情""取其相反之义，即指所信赖的多情男子，希望得到他的顾惜、爱怜。第四愿，永不分散即意味着永远不被遗弃。第五愿是最深的一层，是全部愿望的关键所在，即希望作个普通家庭的女主人，而不是姬妾之类。""奴哥""是对年轻女性的昵称。这里是自称。""收因结果""即为收场、结果。""宅院""同""宅眷。
这表明风尘女子希望真正从良，结为正常婚配对偶，成为自由的普通人家的女主人。""大宅院""就是指妻而非妾了。将五愿合并而观，则她们是要求建立一个正常的、长久的、美满幸福、自由和谐的家庭生活。这是每个妇女最合理的最朴素的人生要求。",0
无名氏,眉峰碧,"蹙破眉峰碧。
纤手还重执。
镇日相看未足时，忍便使鸳鸯！
薄暮投村驿。
风雨愁通夕。
窗外芭蕉窗里人，分明叶上心头滴。","无名氏词作鉴赏
此词是市井之辈抒写羁旅行役之苦的，但并未直接描述旅途的劳顿，而是表达痛苦的离情别绪。在某种意上，这种离别之苦比起劳碌奔波是更难于忍受的，当初与家人离别时的难忘情景至今犹令主人公感到伤魂动魄。
""蹙破眉峰碧，纤手还重执""是与家人不忍分离的情形。从""镇日相看未足时""一句体味，很可能他们结合不久便初次离别，所以特别缠绵悱恻。蹙破眉峰，是妇女离别时的愁苦情状，从男子眼中看出；纤手重执，即重执纤手的倒文，从男子一方表达，而得上句映衬，双方依依难舍之情，宛然在目。以下""镇日相看未足时，忍便使鸳鸯隻""，是男子在分别在即所感，也是别后心中所蓄。
离别的情形是主人公在旅宿之时的追忆，词的下片才抒写现实的感受，因为这次离别是他为了生计之类的逼迫忍心而去，故思念时便增加了后悔的情绪，思念之情尤为苦涩。""薄暮投村驿，风雨愁通夕""，一方面道出旅途之劳苦，另一方面写出了荒寒凄凉的环境，旅人为赶路程，直至傍晚才投宿在荒村的驿店里，一副寒伧行色表明他是社会下层的民众，在这荒村的驿店里，风雨之声令人难以入寐，离愁困扰他一整个夜晚。""愁""是全词基调，紧密联系上下两片词意。风雨之夕，愁人难寐，感觉的联想便很易与离愁相附着而被强化。""窗外芭蕉窗里人""本不相联系，但在特定的环境氛围中，由于联想的作用，主体的感受便以为雨滴落在芭蕉叶上就好似点点滴滴的痛苦落在心中。此种苦涩之情，令人伤痛不已。这结句即与唐宋文人作品比较，也可称之为名句。",0
无名氏,眼儿媚,"萧萧江上荻花秋，做弄许多愁。
半竿落日，两行新雁，一叶扁舟。
惜分长怕君先去，直待醉时休。
今宵眼底，明朝心上，后日眉头。","无名氏词作鉴赏
这是一首写离情别绪的词。
上片以江边送别所见的景物烘托别离时的愁绪。饯行的酒席大约是设在江畔，只见江上芦苇都已开满了白花，在萧瑟的秋风中摇曳，那无可奈何地随风晃动的姿态，萧萧瑟瑟的凄切声响，好像是有意做弄出许多忧愁的样子，给已经愁肠百结的离人凭添了许多愁思。抬眼望去，那西沉的太阳，恹恹地在落下去，只剩半根竹竿那么高了；那从天际飞来的两行新雁，愈飞愈远，飞往南方的老家去了；眼前停靠着的这一条船，你就要载着我的朋友（也许是心上人）别我而去了。
下片进一步分写别前、别时，别后的心理活动。我们之间的别离一直是我担心的事情，我常常怕你离我先去。眼下，别离，无情地来临了，在这即将分手的时刻，只有拼一醉才能暂时解除心中的烦忧。今天晚上，我的眼前还是一个活泼泼的你；到了明天，你的模样就只能活在我的心里；到了后天啊，想你、念你而又看不见你、喊不应你，我只能紧蹙双眉，忍受无休止的离愁的煎熬了，这怎能不教人心酸肠断呢！
这首词没有采用夸张的手法，基本上用白描，只四十八个字，便将别离的愁绪倾诉得相当充分，很有感染力。透过悲切凄清的愁绪，可以感受到送别人与远行者之间深挚的感情。",28200
