Title,Author,Poem,PoemAnalysis,PoemGoogleCounts
关山月,李白,"明月出天山，苍茫云海间。长风几万里，吹度玉门关。
汉下白登道，胡窥青海湾。由来征战地，不见有人还。
戍客望边色，思归多苦颜。高楼当此夜，叹息未应闲。",这是一首边塞诗，从前四句的先声夺人，一读即知是李白写的。“明月出天山”四句，从意蕴上讲，与沈佺期“可怜闺里月，长在汉家营”（《杂诗三首》其三,234000
塞下曲四首（其一）,李益,"蕃州部落能结束，朝暮驰猎黄河曲。
燕歌未断塞鸿飞，牧马群嘶边草绿。","唐代边塞诗不乏雄浑之作，然而毕竟以表现征戍生活的艰险和将士思乡的哀怨为多。即使一些著名的豪唱，也不免夹杂危苦之词或悲凉的情绪。当读者翻到李益这篇塞上之作，感觉便很不同，一下子就会被那天地空阔、人欢马叫的壮丽图景吸引住。它在表现将士生活的满怀豪情和反映西北风光的壮丽动人方面，是比较突出的。
诗中“蕃州”乃泛指西北边地（唐时另有蕃州，治所在今广西宜山县西，与黄河不属），“蕃州部落”则指驻守在黄河河",233000
秋登万山寄张五,孟浩然,"北山白云里，隐者自怡悦。相望试登高，心随雁飞灭。
愁因薄暮起，兴是清秋发。时见归村人，平沙渡头歇。
天边树若荠，江畔舟如月。何当载酒来，共醉重阳节。","万山，又名汉皋山，在襄阳城西北，奇石深壑，风光绮丽。孟浩然游京师应进士不第，失望返乡，在襄阳隐居，与万山遥遥相望。张五，一说张子容，一说张，均不能确指，只可推测为孟浩然的同乡及诗友。秋天到来之际，孟浩然怀故友而登万山，望飞雁而感寂寥，临薄暮而生惆怅，思共醉而盼重阳，将对友人的浓浓深情与黄昏时分的淡淡愁绪融于诗中，写下这首《秋登万山寄张五》。
发端“北山白云里，隐者自怡悦”直接化",226000
古词,于鹄,东家新长儿，与妾同时生。并长两心熟，到大相呼名。,"从李白《长干行》等诗中可以知道，唐时江南的商业城市，市井风俗是开化而淳朴的，男女孩童可以一同玩耍，不必防嫌。“妾发初覆额，折花门前剧。郎骑竹马来，绕床弄青梅”写的就是这样一种情景。于鹄题为“古词”的这首诗，也有着同一生活背景。
这首诗未用第三人称的叙事角度，而取第一人称的“代言”体裁。一位少女提起她的东家少年，似乎全是没要紧语，却语语饱含热情，讲来十分天真动人。
少女首先提到双方同庚的事实，“东家新长儿，与妾同时生”。通常看来，这不过是寻常巧合而已，但这寻常巧合由少女津津道来，却含有一种字面所无的意味。每当强调两个人之间牢不可破的情谊时，人们",225000
无题二首（其一）,李商隐,"昨夜星辰昨夜风，画楼西畔桂堂东。
身无彩凤双飞翼，心有灵犀一点通。
隔座送钩春酒暖，分曹射覆蜡灯红。
嗟余听鼓应官去，走马兰台类转蓬。","这首诗写单恋之苦，当作于会昌六年（846）任职秘省期间。诗中写了一场宴会和两个人——作者和他的意中人。
“昨夜星辰昨夜风，画楼西畔桂堂东”，首句交代宴会的时间是“昨夜”，似乎很具体，却由于今天的定位并不明确，这一时间概念到底模糊。从次句看，宴会的地点是在一处豪宅的楼堂馆所中，但是“画楼”，还是“桂堂”，抑或是两间，也有模糊性。作者是否参与了这个宴会呢？从首句看，似乎没有，因为“星辰”和“风”暗示着",224000
上阳白发人,白居易,"愍怨旷也。
上阳人，上阳人，红颜暗老白发新。
绿衣监使守宫门，一闭上阳多少春。
玄宗末岁初选入，入时十六今六十。
同时采择百余人，零落年深残此身。
忆昔吞悲别亲族，扶入车中不教哭。
皆云入内便承恩，脸似芙蓉胸似玉。
未容君王得见面，已被杨妃遥侧目。
妒令潜配上阳宫，一生遂向空房宿。
宿空房，秋夜长，夜长无寐天不明。
耿耿残灯背壁影，萧萧暗雨打窗声。
春日迟，日迟独坐天难暮。
宫莺百啭愁厌闻，梁燕双栖老休妒。
莺归燕去长悄然，春往秋来不记年。
唯向深宫望明月，东西四五百回圆。
今日宫中年最老，大家遥赐尚书号。
小头鞋履窄衣裳，青黛点眉眉细长。
外人不见见应笑，天宝末年时世妆。
上阳人，苦最多。
少亦苦，老亦苦，少苦老苦两如何？
君不见昔时吕向美人赋，
又不见今日上阳宫人白发歌！","《上阳白发人》是《新乐府》五十首中的一首。按作者自序，《新乐府》的写法仿效《诗经》，是首句标其目，卒章显其志。其辞质而径，其言真而切，其事核而实，其体顺而肆。为君为臣为民为事而作，不为文而作。题下小序中，“怨旷”指怨女、旷夫，指成年而不得婚配的男女。“上阳”指上阳宫，是唐代的行宫，此诗通过一个上阳宫人的遭遇，对不人道的选妃制度进行抨击。
开篇从“上阳人，上阳人”到“零落年深残此身”八句为一段，总括上阳人的遭遇：一是入时十六今六十，二是同时百",223000
江楼闲望关中亲故,李群玉,"摇落江天欲尽秋，远鸿高送一行愁。
音书寂绝秦云外，身世蹉跎楚水头。
年貌暗随黄叶去，时情深付碧波流。
风凄日冷江湖晚，驻马寒光独倚楼。","湖南诗人李群玉“清才旷逸，不乐仕进”（元代辛文房《唐才子传》），其诗多写登山临水、怀人送归之事，并在其中寄托自己羁旅坎、壮心难酬之情。这首七律，就是通过登高临远、怀亲思故之笔，来抒写诗人的身世之慨。
首联以景语发端，寓叙事写情于其中。“摇落江天欲尽秋”一句，叙时令而以景语出之：暮秋之时，万物凋零，临水处江天一色，旷远萧瑟。诗人于秋江远天之前，冠以“摇落”二字，在“萧瑟兮，草木摇落而变衰”（宋玉《九辩》）的秋景中，自然溢出了登山临水、贫士失职的坎之情，正所谓“摇落深知宋玉悲”（杜甫《咏怀古迹五首》其二）。这一句对景兴起，寄情高远，然读者眼前已然浮",223000
芙蓉楼送辛渐,王昌龄,"寒雨连江夜入吴，平明送客楚山孤。
洛阳亲友如相问，一片冰心在玉壶。","这首诗是王昌龄借送行而作的自白。作于江宁丞任上，诗人的好友辛渐正要北上洛阳。唐人惯例，亲朋好友离别，送者往往陪送一天路程，在客舍小住一宿，第二天早上正式分手。王昌龄这次就从江宁送辛渐到润州（郡名丹阳，今镇江），辛将由运河取道北上。润州西北城楼叫芙蓉楼，当日饯宴就设在楼上。
润州地处楚尾吴头，在大江南岸，北面有北固山、金山等。前两句的表层意",220000
岭外守岁,李德裕,冬逐更筹尽，春随斗柄回。寒暄一夜隔，客鬓两年催。,"唐宣宗大中二年（848）九月，李德裕由潮州（治所在今广东潮安）司马再贬为崖州（治所在今海南琼山东南）司户参军，于次年正月到达贬地。此诗就是大中二年除夕在赴崖州途中守岁之作。
诗写岭外守岁的凄苦心境。守岁风俗，在我国由来已久。晋代周处《风土记》云：“蜀之风俗，晚岁相与餽问，谓之餽岁；酒食相邀，谓之别岁；至除夕达旦不眠，谓之守岁。”在唐代，这个风俗非常盛行，《全唐诗》所载唐太宗写守岁的诗，就多达三首。
此诗在结构上是四句两联法，",218000
经漂母墓,刘长卿,"昔贤怀一饭，兹事已千秋。古墓樵人识，前朝楚水流。
渚蘋行客荐，山木杜鹃愁。春草茫茫绿，王孙旧此游。","题中“漂母墓”位于淮阴县码头镇东约三华里处，俗称泰山墩。北魏郦道元在其所著《水经注•淮水》中写道：“淮阴故城东西两冢，西者漂母冢也，周回数百步，高十余丈。”
“漂母”，漂洗衣物的老妇。《史记•淮阴侯列传》：“（韩）信钓于城下，诸母漂，有一母见信饥，饭信，竟漂数十日。信喜，谓漂母曰：‘吾必有以重报母。’母怒曰：‘大丈夫不能自食，吾哀王孙而进食，岂望报乎！",216000
大林寺桃花,白居易,"人间四月芳菲尽，山寺桃花始盛开。
长恨春归无觅处，不知转入此中来。",这是一首记游诗，作于江州司马任上。大林寺在庐山香炉峰顶，建于晋代，是我国佛教著名寺院。诗人有《游大林寺序》，言作诗缘起甚详。序云：“余与河南元集虚……凡十七人，自遗爱寺、草堂，历东西二林，抵化城，憩峰顶，登香炉峰，宿大林寺。大林穷远，人迹罕到。环寺多清流苍石，短,215000
庐山谣寄卢侍御虚舟,李白,"我本楚狂人，凤歌笑孔丘。
手持绿玉杖，朝别黄鹤楼。
五岳寻仙不辞远，一生好入名山游。
庐山秀出南斗旁，屏风九叠云锦张，
影落明湖青黛光。
金阙前开二峰长，银河倒挂三石梁。
香炉瀑布遥相望，回崖沓嶂凌苍苍。
翠影红霞映朝日，鸟飞不到吴天长。
登高壮观天地间，大江茫茫去不还。
黄云万里动风色，白波九道流雪山。
好为庐山谣，兴因庐山发。
闲窥石镜清我心，谢公行处苍苔没。
早服还丹无世情，琴心三叠道初成。
遥见仙人彩云里，手把芙蓉朝玉京。
先期汗漫九垓上，愿接卢敖游太清。","盛唐诗人写作乐府、歌行有大致的分工。乐府无论是用汉魏古题还是自创新题，一般用第三人称视点，场面客体化；而歌行则多采用作者第一人称视点，场面也与作者个人主体经验直接关联。李白歌行，诗题中多有“歌、行、吟、谣、引”等字样，形式以七言为主，间杂以五言、杂言等。本诗就是一首七言歌行体的写景抒情诗，作于李白流放夜郎途中遇赦后。时当肃宗上元元年（760），李白从江夏往浔阳游庐山，作此诗寄赠朋友卢虚舟。虚舟字幼真，范阳人，肃宗时曾任殿中侍御史。
李白一生游遍名山大川，自然山水在他心里唤起的不是闲情逸致，而是与他大起大伏的人生息息相关的强烈情绪。山水总是与李白的个性精神和思维方式融合无间，折射出他狂傲不羁、摆脱束缚、冲出樊笼的自由意识。庐山，是李白一生中数次往还之处，他的诗集内留下许多描绘庐山美景的作品，脍炙人口。然而李白写作这首《庐山谣》时的心境与安史之乱以前徜徉于庐山的秀丽",215000
溪居,柳宗元,"久为簪组累，幸此南夷谪。闲依农圃邻，偶似山林客。
晓耕翻露草，夜榜响溪石。来往不逢人，长歌楚天碧。","这是作者在永州时自我排遣的诗，是一首仄律。诗人故作旷达，感谢流放，幽默中显示出自信。
“久为簪组累，幸此南夷谪”，反语。",213000
闻泉,李咸用,"浙浙梦初惊，幽窗枕簟清。更无人共听，只有月空明。
急想穿岩曲，低应过石平。欲将琴强写，不是自然声。","叮咚的山泉，穿石过涧，清澈无尘，声如琴韵，给予人的美感，触发人的美好情思，在自然物中，确是一般品类所不可比拟的。这首诗写诗人夜宿山中，被泉声惊醒，引起遐想，从泉声中捕捉领悟到自然界的真趣，表达出幽居山中的孤清渺远、恬淡自然的情怀。
诗人在睡梦中被浙浙沥沥的泉声惊醒，懵懂之中，仿佛忘记了自己置身于何地。仔细一看，这才发觉仍在居室之内，但见小窗为草木掩映，靠近",212000
把酒问月,李白,"青天有月来几时？我今停杯一问之。
人攀明月不可得，月行却与人相随。
皎如飞镜临丹阙，绿烟灭尽清辉发。
但见宵从海上来，宁知晓向云间没。
白兔捣药秋复春，嫦娥孤栖与谁邻？
今人不见古时月，今月曾经照古人。
古人今人若流水，共看明月皆如此。
唯愿当歌对酒时，月光长照金樽里。",李白诗作，有三个不可或缺的要素：酒、月、山水。在诗人戏剧化的一生中，山水是他最重要的活动场景和物化的精神世界，酒是伴他终生的铿锵锣鼓、点燃激情的助燃剂，而月，则是他的精神图腾。李白笔下的月，常写常新，既神秘又多情，既超俗又缠绵。在华人世界，一提到咏月诗，人们马上想到李白。他平平常常的一首《静夜思》成了传诵最广、妇孺皆知的唐诗。就连李白之死也被,211000
长安春望,卢纶,"东风吹雨过青山，却望千门草色闲。
家在梦中何日到，春来江上几人还？
川原缭绕浮云外，宫阀参差落照间。
谁念为儒逢世难，独将衰鬓客秦关。","关于这首诗作于哪年有不同说法，我认为当作于肃宗至德年间。诗人在诗中抒发了乱离中的思家之情。
“东风吹雨过青山，却望千门草色闲”，诗的开头紧扣题目，写在“长安春望”。“东风”句，有人认为是写春天景色，不确，这句的重心在写望中所见。卢纶是河中蒲人（今山西永济县人），家乡正当长安的东面，说“东风吹雨”，是说东风从我的家乡吹来，自然引出思乡之情。“却望”，是回头望。“千门”，概指京城。“草色闲”的“闲”字骂草，用得妙极，春草之“闲”恰与人心之愁成一强烈反差。首联是登高而望，在景语之中，流露出复杂感情。
颔联正面抒写思乡望归的心情。“家在梦中何日到，春来江上几人还？”这两句是全诗的警句，是春望时所产生的联想。出句是恨自己不能回去，家乡只能在梦中出现，对句是妒他人得归，恨",211000
幽州夜饮,张说,"凉风吹夜雨，萧瑟动寒林。正有高堂宴，能忘迟暮心？
军中宜剑舞，塞上重笳音。不作边城将，谁知恩遇深！","据《新唐书•张说传》，开元初，张说为中书令，因与姚元崇不和，罢为相州刺史、河北道按察使，坐累徙岳州。后以右羽林将军检校幽州都督。都督府设在幽州范阳郡，即今河北蓟县。这首诗就是他在幽州都督府所作。诗中描写了边城夜宴的情景，颇具凄凉悲壮之情，曲折流露出诗人对遣赴边地的愁闷心情。
全诗紧扣题目，以“夜饮”二字为中心，逐步展开写景和抒情。开始二句写“夜饮”环境，制造气氛。“凉风吹夜雨，萧瑟动寒林。”这正是秋深风凉之时，在幽州边城的夜晚，风雨交加，吹动树林，只听得一片凄凉动人的萧瑟之声。这一切，形象地写出了边地之夜的荒寒景象。第二句还暗用了宋玉《九辩》中的诗意：“悲哉秋之为气也，萧瑟兮草木摇落而变衰！”进一步加重了诗句中悲凉的色彩。在这样的环境中，作者愁闷的心绪，已经见于言外",207000
马诗二十三首（其五）,李贺,大漠沙如雪，燕山月似钩。何当金络脑，快走踏清秋。,"《马诗》是通过咏马、赞马或慨叹马的命运，来表现志士的奇才异质、远大抱负及不遇于时的感慨与愤懑，其表现方法属比体。而此诗在比兴手法运用上却特有意味。
一、二句展现出一片富于特色的边疆战场景色，乍看是运用赋法：连绵的燕山山岭上，一弯明月当空；平沙万里，在月光下像铺上一层白皑皑的霜雪。这幅战场景色，一般人也许只觉悲凉肃杀，但对于志在报国之士却有异乎寻常的吸引力",207000
八月十五夜赠张功曹,韩愈,"纤云四卷天无河，清风吹空月舒波。
沙平水息声影绝，一杯相属君当歌。
君歌声酸辞且苦，不能听终泪如雨：
“洞庭连天九疑高，蛟龙出没猩鼯号。
十生九死到官所，幽居默默如藏逃。
下床畏蛇食畏药，海气湿蛰熏腥臊。
昨者州前捶大鼓，嗣皇继圣登夔皋。
赦书一日行万里，罪从大辟皆除死。
迁者追回流者还，涤瑕荡垢清朝班。
州家申名使家抑，坎轲只得移荆蛮。
判司官卑不堪说，未免捶楚尘埃间。
同时辈流多上道，天路幽险难追攀。”
君歌且休听我歌，我歌今与君殊科：
“一年月明今宵多，人生由命非由他。
有酒不饮奈明何！”","人都是复杂人，韩愈尤其如此。韩愈在得意的时候，写的东西大都刻板难读；在失意的时候，写的东西却生动感人。不过这首诗很奇特，他竭力把自己表现得很轻松、很洒脱。原来他是把牢骚语转嫁给张功曹，由张功曹代他发了。本诗中间一大部分，样子是转述张功曹的诗意，但已经按自己的意思改写过了。
请看张功曹的原诗《赠韩退之》：“九疑峰畔二江前，",206000
乌栖曲,李白,"姑苏台上乌栖时，吴王宫里醉西施。
吴歌楚舞欢未毕，青山欲衔半边日。
银箭金壶漏水多，起看秋月坠江波。
东方渐高奈乐何！","《乌栖曲》是乐府《清商曲辞•西曲歌》旧题，古辞为七言四句，两句换韵，内容较为靡丽。本篇讽刺宫廷淫靡生活，在内容形式上都推陈出新。
相传吴王夫差曾筑姑苏台，旧址在今苏州西南姑苏山，上建春宵宫，与西施在宫中为长夜之饮。前四句即紧扣题面，写姑苏台之黄昏。“乌栖时”三字不仅点出时间，同时将吴宫",205000
宫词二十七首（其七）,王涯,"一丛高鬓绿云光，官样轻轻淡淡黄。
为看九天公主贵，外边争学内家装。","王涯做到了高官，他在唐宪宗、唐文宗两朝任宰相，时常有机会出入宫廷宴会。宫中生活自然也就进入了他的诗题。他有宫词三十首，现存二十七首。这些宫词细腻地描写宫中生活的细节。这首宫词描写的就是宫中妇女的发饰、服饰之美。
在历代妇女的发型中，唐代妇女的发饰文化也大大超越了前代。既有对前代的传承，又有在传承基础上的刻意创新。唐代妇女发型式样之丰富、样式之新奇、变化之迅速亦是前所未有的。大致而言，隋代的发型",204000
寄校书七兄,李冶,"无事乌程县，蹉跎岁月馀。不知芸阁吏，寂寞竟何如。
远水浮仙棹，寒星伴使车。因过大雷岸，莫忘八行书。","李冶是中唐女道士，美姿色，能诗，与陆羽、皎然过从甚密，一时名声大噪。刘长卿甚至说她是女中诗豪，不无溢美，然亦有可读处。本诗的七兄，即指刘长卿，他和李冶结为兄妹（好个老哥哥）。乌程县，这是他们结诗社的地方。
“无事乌程县，蹉跎岁",203000
董岭水,周朴,"湖州安吉县，门与白云齐。禹力不到处，河声流向西。
去衙山色远，近水月光低。中有高人在，沙中曳杖藜。","周朴是唐末吴兴（今浙江湖州市）人，隐居不仕，以刻苦作诗取重当时。《董岭水》是他的得意之作。董岭为湖州安吉县（今浙江安吉县北）众山之一，因山势围合，其下河水向西奔流。全诗紧扣题面，首联点出董岭水所在地望，次联写水势流向的特点，转而于颈联淡淡描写山水景色，尾联则以岸边隐者作挽结。语言浅显，若不经意。然而它又经得起反复咀嚼，有味外味。
“湖州安吉县，门与白云齐”，未写董岭水前，先交代州县。在律诗中这是一种最朴质无华的起法，却博得读者的好感。“安吉”这县名，先给人几分和平如意的感觉。而紧接其后的这个“门”，应当是指城门（县城依山傍水），这一点联及五句的“去衙”两字，就更明确无疑。然而，“门与白云齐”",203000
列女操,孟郊,"梧桐相待老，鸳鸯会双死。贞女贵殉夫，舍生亦如此。
波澜誓不起，妾心井中水。",这首诗曾被视为宣传封建礼教之作，久被拒之门外。今取再读，仍觉怦然心动。什么原因？大概是没吃准原意。唐代的妇女，并不如我们所想象的保守。真正的无条件的守节是在宋代。不过，唐代妇女也不是随便,201000
寄左省杜拾遗,岑参,"联步趋丹陛，分曹限紫微。晓随天仗入，暮惹御香归。
白发悲花落，青云羡鸟飞。圣朝无阀事，自觉谏书稀。",这首诗要和杜甫的《春宿左省》对比起来读才有趣。杜诗曰：“花隐掖垣暮，啾啾栖鸟过。星临万户动，月傍九霄多。不寝听金钥，因风想玉珂。明朝有封事，数问夜如何。”这时杜甫任左拾遗，岑参任右补阙，恰是城隍庙的鼓槌——一对，不过他们的政治经验大不一样，所以诗的旨趣也大不一,200000
开元后乐,薛逢,"莫奏开元旧乐章，乐中歌曲断人肠。
邠王玉笛三更咽，虢国金车十里香。
一自犬戎生蓟北，便从征战老汾阳。
中原骏马搜求尽，沙苑年来草又芳。",这首诗写唐玄宗开元以后的音乐。开元是玄宗的年号，开元下接天宝，这里用开元来兼指天宝。天宝十五年（756），安禄山攻入长安，玄宗逃到成都。作者薛逢会昌初（约841）考中进士，得听到宫廷音乐，上距安禄山攻入长安已有八十多年。《新唐书•礼乐志十二》称代宗复二京（东京、西京）后，供奉官及各地有献乐的，已有新乐，如《定难曲》等。文宗诏太常卿采开元雅乐制云韶法曲，那就是开元乐了。作者听了开元乐，想起开元时的盛况，,199000
红线毯,白居易,"忧蚕桑之费也。
红线毯，
择茧缫丝清水煮，拣丝练线红蓝染；
染为红线红于蓝，织作披香殿上毯。
披香殿广十丈余，红线织成可殿铺；
彩丝茸茸香拂拂，线软花虚不胜物；
美人踏上歌舞来，罗袜绣鞋随步没。
太原毯涩毳缕硬，蜀都褥薄锦花冷。
不如此毯温且柔，年年十月来宣州。
宣州太守加样织，自谓为臣能竭力；
百夫同担进宫中，线厚丝多卷不得。
宣州太守知不知？一丈毯，千两丝！
地不知寒人要暖，少夺人衣作地衣！","中唐“时政”之弊甚多，其一是地方官“每假进奉，广有诛求”（白居易《论裴均进奉银器状》）。“宣州太守”之进奉“红线毯”就是一例。这触发了他对“宣州太守”一类昏官的愤怒鞭挞的激情与对“生民病”（《寄唐生》）的同情心，“然后兴于嗟叹，发于吟咏，而形于”（《策林》六十九）《红线毯》诗，希望借此达到绝进奉、救时弊的目的。
诗下小序，说明此诗题旨乃为忧虑蚕桑耗费之巨而作。咏“红线毯”为何“忧蚕桑之费”呢？因为红线毯是高级丝织品，织毯以茧丝为原料。诗之第一部分即一至五句，就是记叙用茧丝织成红线毯的精工细作的过程。首句“红线毯”乃“首句标其目”（《新乐府序》）。接下四句诗人斟酌出几个动词，准确、精练地道出红线毯制作工艺的顺序：择（茧）——缫（丝）——（水）煮——拣（丝）——练（线）——（红蓝）染——织（毯）。从中可见“红线毯”与“蚕桑之费”的关系。“披香殿”原指汉代宫殿名，汉成帝的皇后赵飞燕曾于此地轻歌曼舞，这里借用为宫廷歌舞之地。第一部分写织毯工艺之复杂精细，虽平平道来，“不务文字奇”（《寄唐生》），但反映出织匠劳动的艰苦紧张，也含寓着诗人深切的同情。
第二部分从第六至第十四句，描写与形容已织就的红线毯的精美。先是写红线毯面积之大：“披香",196000
旅夜书怀,杜甫,"细草微风岸，危樯独夜舟。星垂平野阔，月涌大江流。
名岂文章著，官应老病休。飘飘何所似，天地一沙鸥。","此诗旧注多编在永泰元年（765），以为杜甫东下经渝州、忠州时作，然景物描写不类；一说为大历三年（768）春寓湖北荆门作，似较旧说为妥。
首联写月色下舟中所见，细草在微风中摇动，桅杆高耸夜空，从诗人对景的感知中，也表",196000
百忧集行,杜甫,"忆年十五心尚孩，健如黄犊走复来。
庭前八月梨枣熟，一日上树能千回。
即今倏忽已五十，坐卧只多少行立。
强将笑语供主人，悲见生涯百忧集。
入门依旧四壁空，老妻睹我颜色同。
痴儿不知父子礼，叫怒索饭啼门东。","此为七古诗。作于上元二年（761）。当时，杜甫虽居成都草堂，但不过是躲避战乱，暂且栖身。其生活仍极贫困，只有充当幕府，仰人鼻息，依附他人，靠施展自己的诗才，换取报酬，勉强度日。他虽深受儒学的影响，笃信君君臣臣父父子子那套封建教条，但却有自己独立的人格、节操。特别是他连年深受战乱之苦，家破人亡，饥寒交迫，差点儿丢掉性命，故接触到下层黎民百姓，深知他们的痛苦，同情他们的命运。这就使杜甫和那些养尊处优的官吏们产生了很大的思想距离，甚至于格格不入。所以，有时也会遭到冷遇。加之年迈多病，经济拮据，无力支撑家庭重荷，故心情惆怅，百忧咸集。
此诗使人惊异者，是出手高妙，用语新奇。首句不谈忧，而是谈喜；不言老，而言少。诗人回忆年少之时，童心炽热，无忧无虑，体魄健全，壮如牛犊，精力充沛，来去疾迅。真是朝气蓬勃，大有可为。其《壮游》诗云：“往昔十四五，出游翰墨场。斯文崔魏徒，以我似班扬。”连当时知名人士崔尚、魏启心，都夸少年杜甫",195000
望岳,杜甫,"岱宗夫如何？齐鲁青未了。造化钟神秀，阴阳割昏晓。
荡胸生层云，决眦入归鸟。会当凌绝顶，一览众山小。","杜诗以望岳为题者共三首，分咏东岳泰山、西岳华山、南岳衡山。这首诗写望泰山，体属五古，中二联对偶，却不依平仄。作于开元二十四年诗人25岁“忤下考功第”（杜甫《壮游》）后、漫游齐赵之时，为现存杜诗中最早的一首。
泰山古称岱山，坐落在齐鲁平原，在今山东泰安境内，海拔1500。余米，山势雄伟，壑谷幽深，松柏苍翠，植被青葱，是一座历史文化名山。自秦皇汉武，历代帝王登极后都曾来此封禅，表示改制应天、以告太平——秦皇泰山遇雨所封五大夫松，至今犹存。故又称“岱",195000
和陆明府赠将军重出塞,陈子昂,"忽闻天上将，关塞重横行。始返楼兰国，还向朔方城。
黄金装战马，白羽集神兵。星月开天阵，山川列地营。
晚风吹画角，春色耀飞旌。宁知班定远，犹是一书生。","提起唐代的边塞诗，人们无不称道盛唐高适、岑参、王昌龄、李颀的作品。但是，我们也不应忘记初唐先驱者的筚路蓝缕之功。初唐先驱的佼佼者陈子昂，一生两度从军出塞，写了二十多首边塞诗。其中，五言律诗和排律占了将近一半。这些律诗都写得格高气壮，沉雄劲健，实践了他大力提倡的“骨气端翔，音情顿挫，光英朗练，有金石声”（陈子昂《寄东方左史修竹篇序》）的创作主张。这首五言排律，就是其中的一例。
由诗题可知，这是一首唱和之作。有位将军再度出塞，姓陆的县令写诗赠别，诗人依照该诗原韵，调动",194000
诗三首（其三）,王梵志,梵志翻着袜，人皆道是错。乍可刺你眼，不可隐我脚。,"此诗发端于日常生活琐事之微，而归结到生活真谛，具有禅偈式的机趣。
织物有正反面的区分。没有线头，较为光洁的一面是“面子”，作成衣物时须用在表面，取其美观悦目；而结有线头，较为粗糙的一面是“里子”，作成衣物时须放在内里，以藏其拙。人们在黑暗中着衣，或动作太急时，往往有将里、面颠倒“翻着”的现象。“梵志翻着",193000
悲陈陶,杜甫,"孟冬十郡良家子，血作陈陶泽中水。
野旷天清无战声，四万义军同日死。
群胡归来血洗箭，仍唱胡歌饮都市。
都人回面向北啼，日夜更望官军至。","杜甫被誉为“诗圣”，这是个充满道德褒扬意味的称呼。杜甫在后代读书人心中的地位是无比崇高的，因为他对国家、对民族、对人民有着强烈的责任感，“穷年忧黎元，叹息肠内热”（《自京赴奉先县咏怀五百字》）是悲天悯人的伟大情怀；“葵藿倾太阳，物性固难夺”（同上）是对国家、对君王的忠贞不移。这些强烈而深沉的感情非常自然地渗透在他的诗作当中，感人至深。这首《悲陈陶》就是汇集了这两种感情的作品。
陈陶，即陈陶斜，又名陈陶泽，在长安西北（",192000
闻砧,孟郊,"杜鹃声不哀，断猿啼不切。月下谁家砧，一声肠一绝。
杵声不为客，客闻发自白。杵声不为衣，欲令游子归。","闻砧是常见的题材，自古以来，不知多少诗人写过。凄婉的砧声来自溪头，来自野外，来自御苑，曾经牵动过多少乡思离愁，铸成了多少名章隽语。然而像孟郊这样集中笔力借砧声以抒游子情怀的作品，却并不多见。
砧声的特点在于“哀”而“切”。每当萧索之秋、月明之夜，一声声砧杵，刺破寒空，靡不给人以凄楚苍凉之感。可是为了突出砧声之哀，诗人却不从正面着手，而是先用两个人们熟知的哀音作为比较：“杜鹃声不哀，断猿啼不切。”杜鹃的声音算得哀了，李白《宣城见杜鹃花》诗云：“蜀国曾闻杜鹃鸟，宣城又见杜鹃花。一叫一回肠一断，三春三月忆三巴。”杜鹃鸣声凄切，似“",192000
终南望馀雪,祖咏,终南阴岭秀，积雪浮云端。林表明霁色，城中增暮寒。,"这是命题作诗，作者却调动了他的生活积累，作了超常的发挥。
“终南阴岭秀，积雪浮云端”，从长安遥望终南山，所见是山的北面，即“阴岭”，这一面因为背阳，所以积雪未化。“阴岭秀”的“秀”字，则写出半山以下未被积雪掩盖的植被。而“积雪”则是在岭的高处，但不可能浮在云端，“浮云端”",187000
班婕妤,严识玄,"贱妾如桃李，君王若岁时。秋风一已劲，摇落不胜悲。
寂寂苍苔满，沉沉绿草滋。荣华非此日，指辇竞何辞！",婕妤，妃嫔的称号。班婕妤，汉成帝的妃子。她美而能文，初为帝所宠爱。帝游后庭，欲与同辇，婕妤辞。后为赵飞燕所谮，求供养太后于长信宫，因作赋及《怨歌行》以自伤悼。其《怨歌行》云：“新裂齐纨素，鲜洁如霜雪。裁为合欢扇，团团似明月。出入君怀袖，动摇微风发。常恐秋节至，凉飙夺炎热。弃捐箧笥中，恩情中道绝。”意境凄凉，情调哀婉。后人伤之，为作《婕妤怨》，或曰《班婕妤》。《乐府诗集》收集此类诗达二十二首之多。此诗《全唐诗》重出，其作者一署严识玄，一署严武。清人沈德潜《唐诗别裁》署严武，但宋人郭茂倩《乐府诗集》已署严识玄，似当从郭说。严识玄，武后时河南巩县,183000
回乡偶书,贺知章,"少小离家老大回，乡音无改鬓毛衰。
儿童相见不相识，笑问客从何处来。","这是一首著名的唐诗。它的内容是如此家常，语言是如此质朴，几乎看不到文采，然而，人们却有太多的理由喜欢这首诗，喜欢到代代相传，喜欢到家喻户晓。值得好好玩味。
人们在年轻时总想离开家，而年老时又总想还家。故乡是文学的永恒主题之一。按一般人的经验，久别还乡的人，通常与亲友邻里会面的时候居多，儿童相见只是插曲。作者不写一般的情况，而只写这个插曲，这是诗人的高招。只要是儿童，谁不是人来疯，对客人到来总是兴",182000
